Multiplicity,Summarized Transverse Momentum,Spectators Energy Deposition,Multiplicity of soft particles,Multiplicity of hard particles,Impact Parameter
16,8.49487,205.075,4,5,2
48,16.0303,158.003,18,12,1
45,17.9902,186.63,16,9,2
64,27.243,114.696,19,13,1
51,21.7938,198.315,15,13,2
42,15.4297,181.329,8,9,2
30,13.7256,209.8,6,5,2
8,2.62068,258.321,4,0,2
71,31.4224,92.1143,15,12,1
33,13.5437,170.077,4,4,2
31,11.1774,174.561,9,6,1
42,16.9574,168.457,4,13,1
56,25.5318,114.597,14,8,1
10,4.91589,239.432,1,2,2
26,14.2025,204.139,4,5,2
15,7.88285,227.529,3,5,2
68,28.9456,79.7622,9,14,1
6,1.63755,227.942,2,1,2
41,18.5885,164.195,9,7,2
5,1.66683,262.68,2,2,2
24,12.2507,233.689,2,4,2
33,16.3716,164.499,6,8,2
30,11.5071,205.882,5,10,1
33,13.5023,194.719,11,4,2
5,2.84746,243.905,0,0,2
1,0.144956,270.31,1,0,2
5,1.47781,259.282,2,1,2
26,9.80331,221.676,6,3,2
74,31.8795,91.8741,12,19,0
70,28.611,146.812,14,19,1
8,3.06195,249.394,3,3,2
9,3.12479,264.831,4,2,2
49,19.0708,134.006,15,10,1
26,12.9017,213.376,3,7,2
108,47.5759,87.6898,27,18,0
23,10.5865,207.817,4,6,2
100,39.5336,76.4223,20,20,1
41,16.1622,206.673,11,8,2
26,9.36759,222.251,11,5,2
66,28.8158,134.454,15,16,1
32,13.3937,197.674,5,6,2
62,27.7517,160.283,16,12,1
112,50.6635,42.7191,21,18,0
61,24.1777,138.25,18,8,2
65,26.0474,110.827,23,15,1
16,9.32058,248.665,1,7,2
15,6.78366,244.266,6,2,2
90,36.1437,61.0126,24,15,1
40,15.97,172.27,6,13,2
26,13.0733,139.712,4,8,2
1,0.231019,253.098,0,0,2
5,1.74219,265.132,0,1,2
74,32.6923,73.4733,14,12,1
5,1.86258,260.698,0,1,2
28,15.1341,171.772,6,8,1
5,2.67001,236.743,0,1,2
8,3.17059,247.203,2,2,2
45,18.7977,133.929,12,9,1
62,26.0198,122.207,15,13,1
57,24.7309,140.1,16,15,1
7,2.5621,257.832,2,1,2
6,3.18821,240.73,0,3,2
99,42.6048,97.3824,27,19,1
71,35.4302,126.23,19,11,1
48,19.0236,127.01,12,10,2
79,39.3651,111.57,14,16,1
16,5.76906,213.627,3,4,2
42,16.3162,165.79,13,10,1
21,7.15204,207.215,5,5,2
74,28.012,120.965,18,17,1
4,1.54349,245.038,0,2,2
53,22.4126,164.379,12,18,2
11,4.29477,258.933,3,4,2
103,36.5277,55.4307,29,12,0
45,20.3866,186.454,9,10,1
15,4.8917,200.109,5,1,1
27,15.999,165.926,4,6,1
15,6.54796,172.931,7,1,2
66,25.4603,105.337,14,18,0
7,3.34114,255.446,1,2,2
35,15.1996,152.702,5,8,2
58,25.0768,124.173,12,14,1
18,6.16758,232.195,7,3,2
18,9.36059,227.399,4,5,2
10,5.78855,235.405,3,1,2
50,23.5922,124.426,5,7,2
18,10.9705,234.582,2,3,2
63,25.9613,107.038,19,14,1
5,2.10811,259.174,0,1,2
14,5.61297,200.329,2,4,2
140,53.8659,42.3661,41,27,0
80,33.71,88.4293,22,14,1
39,13.7757,214.152,10,7,2
30,12.7757,191.08,9,9,2
20,8.03786,221.674,3,4,2
31,13.0848,185.007,5,8,2
10,4.937,261.867,3,2,2
3,2.35301,263.784,0,0,2
39,13.8029,137.124,19,4,2
37,15.5778,177.91,11,9,2
39,16.7585,208.517,8,5,2
11,4.42955,259.047,1,4,2
23,8.76192,195.907,8,1,2
33,14.3124,218.21,9,10,2
18,8.86657,248.795,4,2,2
20,8.81837,229.875,4,4,2
93,33.6418,74.6769,32,16,1
28,12.5489,218.221,2,2,2
49,19.7517,81.7816,13,15,0
63,26.4156,119.646,10,9,0
86,40.4705,83.9917,20,18,1
6,2.4229,255.589,1,2,2
47,18.8189,99.1402,11,11,2
85,34.1159,98.9738,13,15,0
26,9.55548,200.298,9,6,2
87,37.4696,97.8497,14,18,1
6,1.96967,257.941,3,1,2
11,4.98351,253.186,1,2,2
2,1.38531,256.99,0,0,2
23,10.8592,226.099,3,5,1
11,5.33674,238.755,1,5,2
36,15.4079,176.293,10,5,2
27,11.9278,208.195,6,6,2
16,6.35249,184.323,3,2,2
22,9.26463,209.368,4,2,2
41,17.8432,202.799,8,6,2
40,18.8473,134.361,8,9,2
115,51.363,22.6094,23,32,0
67,26.6618,121.157,16,14,2
50,21.4572,166.343,16,7,1
5,2.49378,250.186,1,2,2
12,5.42823,228.204,0,2,2
72,32.7959,84.1878,18,16,0
54,19.762,118.185,13,9,1
52,22.1096,118.863,13,14,1
16,6.62201,224.006,2,6,2
19,9.32693,186.701,2,4,2
7,3.33054,252.724,1,2,2
59,21.1336,121.635,19,10,1
97,39.5507,45.2581,24,20,0
9,4.00951,239.281,0,2,2
90,34.0029,76.8461,25,24,1
10,4.98623,234.522,2,2,2
23,11.2704,204.879,7,4,1
11,3.62033,237.543,4,1,2
59,20.6013,171.177,15,9,2
1,0.514814,266.122,0,1,2
105,43.2868,66.3499,28,20,0
9,4.72708,241.064,1,1,2
54,21.8162,122.955,15,11,1
11,4.48519,225.647,3,1,2
68,27.6242,124.173,18,14,1
33,12.269,177.57,11,7,1
21,9.85341,224.992,4,5,2
36,15.6243,178.707,11,5,2
18,7.80957,240.023,2,1,2
84,39.2623,71.7851,19,19,0
3,0.599094,265.737,2,0,2
9,3.67921,251.798,2,2,2
13,4.5647,234.593,4,2,2
14,4.00199,194.816,7,3,2
91,35.8833,79.8568,21,18,0
9,5.23981,262.87,1,2,2
6,4.70562,264.292,0,1,2
30,11.8135,173.325,10,8,1
50,20.4952,164.18,11,11,1
96,43.0131,49.4753,26,18,0
7,2.95304,243.954,1,5,2
109,46.0983,66.4885,24,23,1
39,16.1905,150.244,9,12,2
29,11.7698,176.934,3,11,2
7,2.87158,264.752,1,2,2
7,2.0015,267.499,2,0,2
1,0.342194,263.219,0,0,2
15,5.17558,250.17,6,1,2
42,17.1187,176.678,11,7,2
52,22.4042,100.132,16,14,1
17,5.02398,219.038,7,5,2
74,31.9871,113.917,18,15,1
16,5.58595,244.09,6,1,2
45,19.5606,154.196,11,11,2
24,7.8083,227.121,6,3,2
11,3.13563,258.287,3,2,2
38,18.1497,149.945,6,13,1
19,7.56983,209.689,5,6,2
26,9.66356,216.717,9,9,1
5,1.45962,264.511,3,1,2
36,12.8848,198.075,10,3,2
12,5.80906,243.397,2,1,2
24,9.11708,220.394,6,5,2
35,13.4773,211.548,11,3,2
25,9.61029,199.392,6,4,1
66,31.0501,111.002,10,15,2
25,10.023,220.587,10,4,2
58,24.1532,99.3265,11,6,2
8,2.12042,267.312,3,1,2
42,15.9988,191.868,10,10,2
32,11.9979,191.591,8,7,2
105,38.8577,70.885,32,23,1
3,1.09686,263.899,0,1,2
5,2.83143,209.371,0,0,2
37,15.9157,175.851,6,7,2
15,5.69594,233.934,3,2,2
48,19.1815,167.026,12,8,1
98,48.5821,101.048,16,20,1
23,7.28965,223.34,8,4,2
39,15.6536,171.184,13,8,1
41,16.3644,189.66,5,10,2
30,14.3254,211.854,7,6,2
79,35.2805,93.3027,17,17,0
23,10.0968,181.001,7,3,2
15,5.56256,239.841,3,2,2
17,6.46458,211.519,5,2,2
2,0.584542,249.153,1,0,2
31,10.4383,197.252,14,7,2
16,5.76668,259.548,4,1,2
13,4.10051,255.684,5,2,2
28,11.313,203.553,4,8,2
22,10.0669,190.578,1,5,2
23,9.57644,179.715,1,5,2
26,12.755,219.326,7,5,2
39,18.1902,177.066,6,3,2
14,3.05627,219.187,6,1,2
2,0.630881,269.778,0,0,2
36,14.579,192.246,7,8,2
22,6.57064,235.434,8,4,2
71,29.3205,154.281,18,18,1
3,0.989857,254.903,1,1,2
42,18.8976,168.416,5,5,2
5,2.16189,246.039,1,1,2
11,4.41321,243.889,2,3,2
3,1.13238,232.559,0,1,2
15,6.40915,233.43,1,5,2
31,11.7055,220.028,11,7,2
27,11.3488,228.525,5,8,2
71,31.4255,70.2824,16,11,0
76,33.5441,100.662,17,17,1
35,12.406,181.315,5,5,2
22,10.8459,177.439,5,4,2
21,9.8375,233.107,5,4,2
74,26.3428,121.577,15,17,1
97,46.8428,43.9842,17,27,0
76,34.1515,80.0504,17,12,0
41,16.4268,162.387,7,6,2
17,7.19633,213.511,3,4,2
20,8.30337,225.137,3,2,2
23,10.396,211.76,6,5,2
50,21.8688,139.136,10,14,1
78,33.5679,84.3174,14,12,0
7,4.69165,253.466,2,0,2
61,26.3809,137.338,13,17,1
80,29.4049,93.9068,21,19,0
9,4.14327,207.853,1,1,2
9,2.77115,213.077,1,2,2
108,41.5273,63.3315,33,10,0
14,4.9995,258.887,5,2,2
54,22.555,170.236,16,7,2
44,22.061,160.014,8,7,1
28,11.1254,199.729,4,7,2
85,34.8892,84.3085,23,23,1
38,15.8129,149.609,9,14,2
20,6.76401,189.002,6,2,2
29,10.7386,182.645,8,7,2
14,4.27617,258.049,6,4,2
83,31.7505,95.9235,22,13,1
37,14.1552,169.201,12,7,2
14,5.67468,239.964,1,7,2
37,15.6057,172.295,9,8,2
78,33.2818,96.7636,22,11,0
67,30.5037,125.304,14,12,1
15,5.70118,248.113,3,0,2
4,1.63646,246.541,2,0,2
103,44.2379,53.2325,25,31,0
100,38.3591,91.8007,26,14,1
77,28.4718,94.6496,21,16,1
18,8.29652,222.608,5,2,2
16,6.47914,219.359,3,3,2
10,3.60065,259.377,0,5,2
2,0.773472,253.713,1,0,2
82,34.2246,116.489,20,19,1
46,18.0749,142.829,16,8,1
23,10.2613,249.36,5,5,2
4,1.91548,240.822,0,3,2
76,28.0293,107.339,17,18,1
74,33.8902,133.942,13,20,1
30,13.2312,147.453,11,5,2
39,15.897,163.401,6,10,2
67,26.108,133.879,17,10,1
11,4.87534,248.681,3,2,2
69,27.9434,136.167,17,22,1
16,5.84187,166.054,4,3,1
33,15.1507,162.63,7,5,1
47,22.9183,167.681,13,7,2
36,18.8777,189.584,7,5,1
12,5.31312,233.175,2,2,2
15,7.00367,214.577,2,2,2
22,9.86953,183.444,5,5,2
102,40.5679,60.5326,25,15,0
92,38.2414,101.294,23,20,1
40,20.2474,140.496,6,10,2
38,17.9374,153.798,8,5,1
25,9.30259,190.737,7,4,2
126,51.339,26.7938,36,30,0
33,16.2234,192.694,4,4,2
26,12.7321,197.888,7,4,2
112,43.038,51.3631,26,17,1
42,19.7294,128.36,9,14,1
43,19.5228,173.037,8,9,2
14,6.69872,229.21,3,2,2
7,2.74864,241.347,2,1,2
41,20.3731,158.206,8,13,2
104,44.4321,59.8849,21,16,1
75,28.5953,123.282,20,20,2
93,39.7599,45.4257,25,19,1
47,21.3666,143.972,11,11,2
2,0.364977,260.658,1,0,2
53,20.6505,154.876,14,12,1
73,30.4953,121.571,16,13,0
26,10.9614,152.916,4,6,1
68,33.6718,101.977,14,11,1
5,3.38814,221.228,0,2,2
6,2.27031,256.527,1,1,2
75,30.2727,115.296,19,14,1
11,4.55986,230.333,1,5,2
52,21.8101,188.669,11,7,2
28,14.4363,195.534,5,4,2
20,7.537,223.624,4,7,2
6,2.45024,258.681,1,1,2
39,18.9698,150.778,11,6,2
92,38.541,45.6942,22,17,1
17,6.6055,225.62,3,2,2
49,16.429,166.668,16,10,1
15,7.72266,242.21,0,7,2
6,1.47519,255.107,3,1,2
18,6.45428,239.729,6,2,2
4,2.00934,239.129,0,1,2
88,40.279,86.9903,19,17,0
16,4.15178,237.987,8,2,2
28,14.297,201.278,6,9,2
39,18.6625,178.66,10,10,2
39,15.9689,168.084,7,8,1
6,2.72149,235.398,0,1,2
45,19.1508,146.152,11,7,1
34,11.1966,183.39,9,7,2
52,25.1711,133.657,11,13,1
50,17.7748,177.037,18,14,1
2,0.579499,264.407,0,0,2
38,15.6951,149.979,8,11,1
8,2.3822,224.689,3,3,2
14,5.42022,255.376,1,5,2
4,1.57178,270.341,0,0,2
119,44.4702,62.6858,36,21,1
7,1.86412,255.657,3,0,2
27,12.0783,192.866,6,3,2
70,33.065,127.282,14,20,1
127,55.3353,40.1854,27,24,0
32,14.7866,237.449,5,6,2
103,49.9693,60.5407,20,18,0
39,14.2774,165.793,10,7,2
23,11.637,198.087,1,7,2
52,22.564,148.143,14,4,1
93,32.9237,75.1492,25,17,0
8,6.41127,203.776,0,2,2
22,7.91528,203.769,9,2,2
30,13.9203,139.735,8,3,2
11,3.42408,231.872,3,5,2
49,23.0813,154.374,8,13,1
21,6.47321,229.475,10,5,2
84,36.8206,86.1282,21,20,1
13,6.0304,225.376,3,2,2
51,18.9041,160.787,16,12,2
27,14.8152,206.413,5,5,2
32,10.4653,197.476,10,4,2
7,2.46666,253.852,1,0,2
56,22.1329,119.115,12,10,2
41,17.4335,171.809,9,10,1
16,5.34851,182.819,4,3,2
21,11.0172,217.986,2,4,2
27,8.98346,205.007,8,6,2
26,11.3085,202.268,5,7,2
23,9.20467,223.99,4,10,2
98,39.5751,58.3697,27,15,1
55,21.9897,137.144,12,10,1
4,1.97589,204.567,0,1,2
106,49.3526,45.6096,20,22,0
7,2.70504,225.065,2,0,2
8,2.72804,229.98,2,2,2
29,11.0774,180.308,8,4,2
107,45.1505,85.2774,22,23,1
83,34.0178,103.868,23,18,1
107,41.9405,68.1106,24,31,1
39,14.2268,191.147,13,9,2
26,7.63073,216.363,10,6,2
11,7.59957,245.104,1,4,2
24,12.8153,194.907,5,3,2
12,6.69723,228.81,1,3,2
6,2.38442,231.485,1,3,2
17,6.79246,247.308,3,4,2
77,33.5601,87.4402,19,22,0
29,12.0957,196.252,7,5,2
20,8.783,199.376,6,2,2
34,10.2041,213.194,11,4,2
14,6.0572,217.222,2,4,2
19,7.43763,224.59,6,7,2
80,31.999,104.785,24,14,0
41,19.1939,146.609,6,12,2
24,12.8472,200.75,6,3,2
7,2.54438,250.159,0,0,2
9,2.72614,258.324,4,1,2
29,13.7845,191.943,8,5,2
12,3.19692,248.545,5,0,2
26,12.3113,212.59,5,5,2
25,10.6269,214.753,4,5,2
12,5.11285,232.783,2,5,2
61,24.9907,131.703,17,12,1
51,15.8522,137.066,13,11,1
39,14.9968,157.021,5,8,2
4,1.02003,254.7,3,0,2
15,6.20178,214.934,2,6,2
17,8.39473,243.514,2,7,2
45,19.7583,178.038,9,14,2
30,16.6285,173.69,4,9,2
69,27.8896,123.225,17,11,1
22,7.66058,205.437,4,7,2
80,32.0695,85.4915,25,19,0
46,24.7374,144.92,8,6,2
65,27.55,73.5249,14,11,1
33,13.6421,157.942,11,4,2
55,23.2865,121.074,13,6,1
57,20.5692,139.058,16,12,1
48,21.0383,127.806,9,13,1
53,21.9693,122.603,12,13,1
12,6.63364,234.481,2,2,2
79,31.8932,113.105,19,16,1
13,7.52559,241.483,2,2,2
33,13.8397,181.1,6,8,2
3,1.23584,258.304,1,0,2
18,7.37427,242.318,5,3,2
66,24.7956,111.111,20,6,1
11,4.45132,247.07,2,3,2
18,8.07388,215.455,3,2,2
37,15.4021,178.89,10,9,1
16,5.42471,188.15,4,8,2
80,34.376,116.306,22,8,1
17,8.59907,232.426,1,3,2
3,0.868897,271.98,0,0,2
23,10.496,225.97,5,4,2
49,18.9307,98.3858,11,11,1
3,2.14009,254.346,0,2,2
28,11.4624,199.223,10,6,2
101,40.4928,74.0794,28,21,0
12,5.12825,214.544,3,3,2
55,24.2093,148.327,14,9,1
14,6.96837,233.338,3,3,2
91,39.1442,102.847,20,15,1
30,12.7712,141.993,8,5,2
17,6.66006,239.002,5,5,2
9,4.30216,233.1,0,4,2
31,11.7032,183.426,14,2,2
27,13.3542,209.565,5,5,2
38,19.2686,132.338,4,7,2
12,5.64092,235.817,2,2,2
2,0.82061,254.652,0,1,2
3,1.45238,245.797,0,1,2
76,36.5612,82.2695,13,14,0
50,20.1332,124.301,12,13,1
28,9.98439,204.239,4,4,2
26,8.80529,229.038,8,6,2
14,4.93907,243.694,6,1,2
135,53.8868,21.4209,42,22,0
93,36.5062,74.7079,32,13,0
42,15.9986,201.195,12,6,2
21,7.87211,225.571,5,8,2
35,13.9567,172.295,14,9,2
32,12.9586,199.398,8,10,2
72,27.2505,134.339,21,13,2
10,3.51819,259.257,3,2,2
26,9.74472,205.942,8,3,2
27,9.93023,226.332,9,4,2
7,3.16491,261.785,2,0,2
42,18.5126,188.992,12,11,2
82,37.7495,115.876,16,17,1
34,14.3481,156.764,9,5,2
7,2.61348,243.077,1,1,2
10,4.33095,251.518,4,1,2
58,27.1815,120.584,14,11,1
15,5.81806,202.446,3,4,2
101,44.4923,66.9694,20,22,0
11,5.81631,240.54,2,2,2
15,7.65277,216.317,4,3,2
10,5.06375,220.231,1,1,2
52,24.0945,112.359,7,12,1
8,2.31898,260.803,2,1,2
19,7.96527,228.61,4,4,2
28,10.6859,195.309,10,7,2
66,27.0448,126.237,17,7,1
6,1.24413,239.317,2,0,2
13,4.41313,216.207,2,5,2
114,48.3106,32.5892,26,27,0
24,10.4691,225.013,8,4,2
106,46.0869,53.9439,23,27,0
73,32.4831,82.9197,16,9,1
66,26.3958,130.664,25,9,1
11,3.481,228.808,5,2,2
76,31.2319,79.5625,20,14,1
1,0.225973,262.555,0,0,2
27,11.7366,138.393,6,7,1
47,21.5614,75.7811,11,11,1
95,42.1604,87.2656,24,24,1
74,31.5581,72.6745,13,18,1
3,1.26437,264.32,0,1,2
7,3.18749,264.924,1,2,2
28,13.1735,184.792,5,6,2
34,13.804,169.268,10,6,1
18,8.56117,214.851,3,7,2
16,5.64794,236.531,5,4,2
33,13.7383,182.428,8,5,2
49,20.2855,116.665,14,7,1
55,23.2141,146.54,15,11,1
10,4.95521,248.162,0,7,2
68,23.1145,119.62,22,11,1
84,39.5128,102.554,22,13,1
7,2.65499,237.144,2,1,2
8,4.78816,230.002,1,2,2
8,2.35525,260.447,5,0,2
15,6.11407,224.689,5,4,2
6,2.40339,243.675,1,1,2
30,13.1343,203.139,7,5,2
37,16.6223,169.204,11,8,2
17,5.58827,220.367,5,3,2
29,7.82789,202.777,14,5,2
29,12.3004,126.673,6,6,2
11,4.70748,241.727,3,2,2
33,12.7225,167.306,6,6,2
51,21.589,176.648,8,11,1
93,33.5755,77.0197,33,22,1
22,8.91374,214.217,3,7,2
31,13.662,204.284,7,4,2
7,2.87486,243.835,3,2,2
20,7.68178,221.784,7,3,2
1,0.351123,269.218,0,0,2
42,19.4396,163.911,8,7,1
21,8.05226,211.34,4,4,2
9,3.91681,175.279,2,1,1
68,29.7354,75.2097,13,14,1
63,19.7495,190.043,22,13,2
23,8.94784,225.198,6,4,2
21,8.61472,182.954,2,6,2
6,2.27352,237.197,2,2,2
18,6.37806,236.323,4,3,2
17,5.40138,206.492,6,3,2
33,14.1045,134.579,5,8,1
13,5.82876,239.898,2,3,2
8,3.56038,244.742,1,3,2
52,23.5719,184.573,13,13,2
36,14.3522,224.719,13,11,2
29,12.0116,229.091,6,7,2
61,28.2301,83.9455,12,10,1
29,11.4779,213.362,5,10,2
43,19.8362,150.704,10,8,2
8,4.87779,257.522,3,1,2
36,14.2722,192.276,8,9,2
12,4.55895,249.92,3,2,2
68,28.2469,100.731,16,17,1
10,3.59169,256.024,3,3,2
73,32.3788,124.069,18,9,1
5,1.76821,264.129,1,2,2
68,28.1383,110.338,10,17,1
62,30.012,97.5547,11,11,1
38,15.3132,150.746,8,10,2
93,40.2175,105.843,16,26,1
1,0.814711,260.799,0,0,2
51,23.3133,96.394,12,14,1
38,15.4835,194.034,10,7,2
10,3.86424,249.397,1,3,2
14,5.43772,188.065,3,4,2
91,36.2948,91.1556,19,22,1
40,14.5581,164.633,13,5,1
3,1.19499,237.186,1,0,2
16,5.31951,241.818,6,4,2
13,4.69681,233.16,4,5,2
25,12.2725,200.796,3,5,2
90,28.6485,90.4373,30,15,0
5,2.05247,260.247,1,1,2
9,3.66417,238.958,2,2,2
40,16.8902,123.365,7,8,1
33,15.3927,178.215,8,7,2
12,4.58651,239.624,3,2,2
25,11.7103,230.876,3,7,2
51,22.6448,125.624,14,12,1
29,10.9042,202.368,6,5,2
3,0.72396,235.274,1,0,2
72,29.1683,108.824,21,15,1
12,4.62992,234.712,3,4,2
36,18.3052,200.585,7,7,2
82,30.2427,113.352,30,18,0
46,17.9464,150.165,13,9,2
4,2.59747,264.5,0,0,2
42,18.5721,178.331,9,4,1
36,13.3395,199.268,11,5,2
22,8.10635,229.892,7,3,2
42,17.9873,169.862,7,15,1
29,13.1957,159.256,5,10,2
70,25.1423,128.746,27,12,1
52,23.2418,136.662,12,8,1
54,21.4491,133.348,10,13,1
28,9.19149,193.084,8,2,1
11,5.51194,229.347,2,3,2
20,7.93326,222.842,7,3,2
2,1.28297,259.688,0,0,2
89,35.0358,131.56,18,16,0
24,11.8743,187.668,5,3,2
8,2.65709,246.038,3,4,2
20,6.35197,212.143,5,3,2
18,9.81705,235.755,3,3,2
25,11.2313,169.476,6,8,2
44,16.4069,203.871,10,7,2
15,6.89422,232.816,1,4,2
19,8.26098,234.477,2,4,2
20,7.48282,210.807,9,2,2
34,11.3414,239.53,12,8,2
5,4.75829,245.147,0,1,2
3,1.1546,264.871,2,0,2
9,4.06915,246.012,1,3,2
2,1.21312,248.898,0,1,2
7,3.32437,255.673,3,1,2
77,35.2545,62.3356,11,18,0
25,8.45911,222.404,7,6,2
4,2.84258,250.059,1,0,2
44,22.0338,140.366,10,7,1
12,5.24363,247.116,3,2,2
24,11.1464,176.019,6,6,2
22,10.5407,216.558,5,7,2
137,60.1598,34.2937,35,31,0
8,4.22698,254.271,0,1,2
16,5.46469,238.052,8,3,2
10,3.73066,256.59,3,4,2
14,5.67383,221.444,5,1,2
23,9.78463,218.949,2,5,2
37,14.9567,198.933,5,11,1
7,1.91893,222.791,3,1,2
17,6.84184,243.748,4,2,2
12,4.10367,238.659,3,1,2
69,27.668,144.998,22,19,2
28,14.0082,173.538,6,5,1
31,11.5648,172.643,7,5,1
63,27.5772,108.759,14,13,1
41,15.4558,173.559,9,3,2
66,27.0479,115.346,14,14,0
83,30.5543,76.6362,28,20,0
57,24.6036,124.353,12,12,1
92,41.9392,46.485,25,15,0
81,30.656,97.97,22,18,1
19,11.4088,223.308,1,3,2
12,4.84286,236.833,5,4,2
8,3.57658,247.416,1,5,2
12,5.59284,218.441,1,2,2
5,3.58396,249.456,0,2,2
71,27.1508,119.202,19,13,1
93,44.6959,58.049,18,20,0
93,40.3039,52.8978,15,31,0
18,7.36905,246.856,3,4,2
3,1.09428,229.66,1,2,2
119,41.8962,31.4892,34,28,0
99,43.8472,75.9184,28,22,1
33,14.9553,162.495,8,9,1
72,32.1253,72.1792,16,14,1
3,1.57281,268.155,0,1,2
123,47.1187,47.503,30,16,0
10,6.25762,225.531,3,1,2
87,36.4435,96.7924,19,19,1
58,24.8703,141.367,15,9,1
54,24.1222,153.911,10,11,1
119,51.2886,44.3639,27,21,0
71,28.7205,104.529,17,13,1
50,24.771,132.159,12,12,1
114,50.227,44.2699,26,24,0
16,6.22652,213.528,3,5,2
8,5.75913,228.704,0,1,2
58,23.2767,149.338,15,17,1
5,2.00873,260.963,1,1,2
1,0.71256,264.319,0,0,2
68,28.4805,103.058,19,8,1
76,26.1592,164.749,22,19,1
55,23.344,127.643,12,18,1
11,4.73605,233.679,1,7,2
6,2.08746,260.533,2,1,2
82,33.2099,85.9611,22,16,0
46,15.2114,170.806,14,8,1
6,3.47603,221.399,1,0,2
61,25.3711,145.45,15,11,1
58,25.1732,138.429,10,18,1
23,9.31479,208.838,8,4,2
3,1.60392,259.02,0,1,2
4,1.65174,260.569,2,1,2
6,2.09579,241.888,2,3,2
8,2.78286,248.206,3,1,2
42,18.2166,170.987,9,12,2
20,10.5806,182.934,2,5,2
22,12.5389,208.003,2,6,2
25,9.28302,157.441,4,4,2
10,4.51105,252.091,4,0,2
97,39.8721,75.6984,23,17,0
21,8.75773,215.885,6,5,2
47,16.1912,157.862,15,11,2
31,11.173,159.161,7,7,2
92,37.3563,92.8276,24,19,0
8,2.75762,256.49,2,5,2
9,4.52195,259.619,1,3,2
7,3.06332,259.979,1,2,2
67,27.2193,103.371,20,12,1
40,13.1282,155.045,15,8,1
46,15.6039,136.528,16,6,1
106,48.2442,81.9321,25,20,0
7,1.64487,263.752,3,1,2
50,23.5993,138.939,16,7,1
31,11.6806,167.395,9,7,2
15,6.71292,232.213,3,6,2
9,2.20477,230.526,4,1,2
8,2.8009,259.854,1,1,2
25,10.0082,209.77,5,7,2
1,0.775382,245.529,0,0,2
6,2.90265,250.473,0,1,2
3,0.913864,236.588,1,1,2
42,15.882,188.467,10,8,2
45,15.3344,192.246,13,3,1
49,17.6228,138.593,20,8,1
33,14.0076,198.557,7,13,2
25,11.7307,149.513,3,4,1
79,32.0856,64.1784,19,12,0
22,9.64138,210.746,7,9,2
29,11.3874,218.329,5,5,2
25,9.74098,213.91,9,2,2
80,33.6557,87.18,17,16,0
23,8.27677,233.662,2,4,2
20,9.77967,226.301,6,1,2
18,6.67384,182.205,9,2,2
126,49.8608,55.1264,30,29,0
20,8.9317,200.409,7,6,2
5,2.23495,224.511,0,1,2
81,32.6894,77.5465,20,15,1
13,5.11882,248.058,2,1,2
100,38.9997,74.8066,19,17,0
64,26.3705,154.885,16,12,1
20,5.76452,226.396,6,1,1
60,26.0714,92.4222,12,17,1
22,8.06297,174.281,4,4,2
83,35.0255,102.86,22,12,1
7,1.68803,264.709,3,1,2
4,1.65984,257.022,2,1,2
81,33.6812,54.1444,19,18,1
22,10.1022,235.276,5,4,2
63,26.5557,147.939,16,9,1
19,8.11632,194.567,6,2,2
6,2.15106,253.565,0,3,2
81,32.5364,42.9068,16,19,0
84,34.4517,62.8496,25,17,1
33,15.6678,195.582,3,9,2
16,8.94544,190.883,1,6,2
48,17.8943,147.989,16,10,1
7,1.48618,248.8,3,0,2
107,41.8053,55.2708,29,17,0
44,15.0065,163.957,14,9,2
2,0.586519,257.628,1,1,2
79,36.9934,51.7799,22,7,0
12,4.55246,244.101,3,2,2
7,2.41216,257.4,2,2,2
58,23.9165,123.656,13,10,1
2,0.254465,270.541,2,0,2
8,3.55872,246.468,2,0,2
56,26.3148,154.563,10,15,2
51,20.9584,108.653,12,8,1
127,57.0896,47.5474,35,21,0
9,3.8814,248.417,3,0,2
74,28.3204,134.9,26,11,1
4,1.74449,249.795,1,0,2
16,5.84419,201.966,5,0,2
20,7.78141,225.807,2,6,2
9,3.88309,240.036,0,6,2
6,3.11204,237.696,1,1,2
57,24.848,152.443,17,11,2
39,15.9427,191.222,14,3,2
51,19.9784,147.065,14,9,2
51,24.2148,160.271,10,8,2
13,4.67289,223.469,3,5,2
5,3.42731,248.644,1,1,2
19,9.91797,205.308,3,5,2
46,17.6872,163.055,14,9,2
12,6.75894,215.525,1,0,2
12,5.7133,250.158,4,2,2
61,21.7228,116.702,17,11,1
41,15.0705,175.934,9,10,2
32,13.534,199.752,5,5,2
51,18.5021,116.034,11,6,1
42,18.7536,161.131,11,4,2
53,23.3939,94.7001,11,14,0
31,11.9024,154.303,7,3,2
2,0.30883,265.465,2,0,2
16,7.46291,235.978,6,1,2
14,3.571,206.866,5,1,2
18,7.34745,190.746,4,2,2
21,8.5139,203.866,4,5,2
44,21.0001,130.779,7,9,1
24,9.23327,157.722,7,8,1
66,26.4126,97.9829,16,12,1
47,21.3622,132.762,13,6,0
39,14.2099,185.758,10,11,2
14,5.50905,211.621,6,2,2
29,15.3338,183.938,7,5,1
93,36.017,56.2183,20,18,0
53,20.5562,112.466,8,15,2
128,51.976,34.562,33,33,0
10,2.53785,251.661,5,1,2
5,2.29744,231.924,1,2,2
70,27.8885,109.797,19,10,1
48,18.3831,171.265,10,12,1
